Time,Propellant mass (kg),Chamber pressure (Pa),Throat diameter (m),Nozzle inlet gamma,Nozzle efficiency,Exit static pressure (Pa),Area ratio,Vapour Density (kg/m^3),Vapour Mass (kg),Liquid Density (kg/m^3),Liquid Mass (kg),Solid Fuel Mass (kg),Solid Fuel Density (kg/m^3),Solid Fuel Outer Diameter (m),Solid Fuel Length (m),Thrust (N)
0.034000000000000016,7.639312482614946,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,138.15089804873804,0.3443994458216393,814.5714550882219,4.567819430229081,2.727093606564225,1208,0.075,0.67,2852.2132100464046
0.03600000000000002,7.63653701415182,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,138.15089804873804,0.34479657887442094,814.5714550882219,4.5650238985873495,2.72671653669005,1208,0.075,0.67,2852.2132100464046
0.03800000000000002,7.633761776284953,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,138.07595577670074,0.3452863797576411,814.686915149149,4.562135912886329,2.7263394836409827,1208,0.075,0.67,2852.2132100464046
0.04000000000000002,7.630988830476944,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,138.07595577670074,0.34568177584480875,814.686915149149,4.559344456920042,2.7259625977120945,1208,0.075,0.67,2852.2132100464046
0.04200000000000002,7.628215554673841,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,138.00106790166018,0.346170802068257,814.802324985906,4.556459064867767,2.7255856877378166,1208,0.075,0.67,2852.2132100464046
0.044000000000000025,7.625444654985145,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,138.00106790166018,0.34656455546947207,814.802324985906,4.553671148441694,2.725208951073979,1208,0.075,0.67,2852.2132100464046
0.04600000000000003,7.622673413097294,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,137.9262343519881,0.3470527945680084,814.9176846673926,4.5507884290636085,2.7248321894656775,1208,0.075,0.67,2852.2132100464046
0.04800000000000003,7.619904552476839,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,137.9262343519881,0.34744491058781524,814.9176846673926,4.548004040282005,2.7244556016070196,1208,0.075,0.67,2852.2132100464046
0.05000000000000003,7.617135348818129,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,137.85145505620622,0.34793236288457674,815.0329942623578,4.545123997200068,2.724078988733485,1208,0.075,0.67,2852.2132100464046
0.05200000000000003,7.614368529954897,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,137.85145505620622,0.3483228449746818,815.0329942623578,4.542343135049557,2.723702549930658,1208,0.075,0.67,2852.2132100464046
0.054000000000000034,7.611601367447998,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,137.77672994299436,0.34880951105528535,815.148253839394,4.5394657703331776,2.7233260860595347,1208,0.075,0.67,2852.2132100464046
0.056000000000000036,7.608836593241871,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,137.77672994299436,0.3491983626188553,815.148253839394,4.536688434044148,2.7229497965788676,1208,0.075,0.67,2852.2132100464046
0.05800000000000004,7.606071474789506,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,137.77672994299436,0.34968424307195356,815.148253839394,4.533813749740918,2.722573481976635,1208,0.075,0.67,2852.2132100464046
0.06000000000000004,7.603306405955298,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,137.70205894119027,0.3501701141731868,815.2634634669427,4.530939120767468,2.7221971710146424,1208,0.075,0.67,2852.2132100464046
0.06200000000000004,7.600543672181947,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,137.70205894119027,0.35055694053492914,815.2634634669427,4.528165701027767,2.7218210306192505,1208,0.075,0.67,2852.2132100464046
0.06400000000000004,7.5977806017448355,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,137.62744197977815,0.351042035752573,815.3786232132909,4.525293700345362,2.7214448656469012,1208,0.075,0.67,2852.2132100464046
0.06600000000000004,7.595019925471331,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,137.62744197977815,0.3514272375291787,815.3786232132909,4.522523812320468,2.7210688756216843,1208,0.075,0.67,2852.2132100464046
0.06800000000000005,7.592258903910711,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,137.5528789879042,0.35191154847970996,815.4937331465748,4.519654495050813,2.7206928603801876,1208,0.075,0.67,2852.2132100464046
0.07000000000000005,7.589500281207533,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,137.5528789879042,0.35229513033521886,815.4937331465748,4.516888130378857,2.7203170204934572,1208,0.075,0.67,2852.2132100464046
0.07200000000000005,7.586741312441836,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,137.47836989486782,0.35277865741376946,815.6087933347814,4.514021499703687,2.719941155324379,1208,0.075,0.67,2852.2132100464046
0.07400000000000005,7.583984746107397,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,137.47836989486782,0.35316062273531124,815.6087933347814,4.511258657535848,2.719565465836238,1208,0.075,0.67,2852.2132100464046
0.07600000000000005,7.581227833096193,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,137.40391463011363,0.3536433665169545,815.723803845739,4.508394715567837,2.719189751011402,1208,0.075,0.67,2852.2132100464046
0.07800000000000006,7.578473326077978,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,137.40391463011363,0.35402371865508986,815.723803845739,4.505635395229739,2.718814212193149,1208,0.075,0.67,2852.2132100464046
0.08000000000000006,7.575718471770046,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,137.40391463011363,0.3545056797162296,815.723803845739,4.5027741440699245,2.7184386479838922,1208,0.075,0.67,2852.2132100464046
0.08200000000000006,7.572963667589249,3735602.139722174,0.026000000000000002,1.2607,0.97,144624.50736726102,4,137.32951312325065,0.3549876313695952,815.8387647471327,4.499912948761107,2.7180630874585465,1208,0.075,0.67,2852.2132100464046
